,title,abstract
179,"Algorithmic Stability in Fair Allocation of Indivisible Goods Among Two
  Agents","  We propose a notion of algorithmic stability for scenarios where cardinal
preferences are elicited. Informally, our definition captures the idea that an
agent should not experience a large change in their utility as long as they
make ""small"" or ""innocuous"" mistakes while reporting their preferences. We
study this notion in the context of fair and efficient allocations of
indivisible goods among two agents, and show that it is impossible to achieve
exact stability along with even a weak notion of fairness and even approximate
efficiency. As a result, we propose two relaxations to stability, namely,
approximate-stability and weak-approximate-stability, and show how existing
algorithms in the fair division literature that guarantee fair and efficient
outcomes perform poorly with respect to these relaxations. This leads us to the
explore the possibility of designing new algorithms that are more stable.
Towards this end we present a general characterization result for pairwise
maximin share allocations, and in turn use it to design an algorithm that is
approximately-stable and guarantees a pairwise maximin share and Pareto optimal
allocation for two agents. Finally, we present a simple framework that can be
used to modify existing fair and efficient algorithms in order to ensure that
they also achieve weak-approximate-stability.
"
180,Fairness-Aware Online Personalization,"  Decision making in crucial applications such as lending, hiring, and college
admissions has witnessed increasing use of algorithmic models and techniques as
a result of a confluence of factors such as ubiquitous connectivity, ability to
collect, aggregate, and process large amounts of fine-grained data using cloud
computing, and ease of access to applying sophisticated machine learning
models. Quite often, such applications are powered by search and recommendation
systems, which in turn make use of personalized ranking algorithms. At the same
time, there is increasing awareness about the ethical and legal challenges
posed by the use of such data-driven systems. Researchers and practitioners
from different disciplines have recently highlighted the potential for such
systems to discriminate against certain population groups, due to biases in the
datasets utilized for learning their underlying recommendation models. We
present a study of fairness in online personalization settings involving the
ranking of individuals. Starting from a fair warm-start machine-learned model,
we first demonstrate that online personalization can cause the model to learn
to act in an unfair manner if the user is biased in his/her responses. For this
purpose, we construct a stylized model for generating training data with
potentially biased features as well as potentially biased labels and quantify
the extent of bias that is learned by the model when the user responds in a
biased manner as in many real-world scenarios. We then formulate the problem of
learning personalized models under fairness constraints and present a
regularization based approach for mitigating biases in machine learning. We
demonstrate the efficacy of our approach through extensive simulations with
different parameter settings. Code:
https://github.com/groshanlal/Fairness-Aware-Online-Personalization
"
181,Predictability and Fairness in Social Sensing,"  In many applications, one may benefit from the collaborative collection of
data for sensing a physical phenomenon, which is known as social sensing. We
show how to make social sensing (1) predictable, in the sense of guaranteeing
that the number of queries per participant will be independent of the initial
state, in expectation, even when the population of participants varies over
time, and (2) fair, in the sense of guaranteeing that the number of queries per
participant will be equalised among the participants, in expectation, even when
the population of participants varies over time.
  In a use case, we consider a large, high-density network of participating
parked vehicles. When awoken by an administrative centre, this network proceeds
to search for moving, missing entities of interest using RFID-based techniques.
We regulate the number and geographical distribution of the parked vehicles
that are ""Switched On"" and thus actively searching for the moving entity of
interest. In doing so, we seek to conserve vehicular energy consumption while,
at the same time, maintaining good geographical coverage of the city such that
the moving entity of interest is likely to be located within an acceptable time
frame. Which vehicle participants are ""Switched On"" at any point in time is
determined periodically through the use of stochastic techniques. This is
illustrated on the example of a missing Alzheimer's patient in Melbourne,
Australia.
"
182,Online Task Scheduling for Fog Computing with Multi-Resource Fairness,"  In fog computing systems, one key challenge is online task scheduling, i.e.,
to decide the resource allocation for tasks that are continuously generated
from end devices. The design is challenging because of various uncertainties
manifested in fog computing systems; e.g., tasks' resource demands remain
unknown before their actual arrivals. Recent works have applied deep
reinforcement learning (DRL) techniques to conduct online task scheduling and
improve various objectives. However, they overlook the multi-resource fairness
for different tasks, which is key to achieving fair resource sharing among
tasks but in general non-trivial to achieve. Thusly, it is still an open
problem to design an online task scheduling scheme with multi-resource
fairness. In this paper, we address the above challenges. Particularly, by
leveraging DRL techniques and adopting the idea of dominant resource fairness
(DRF), we propose FairTS, an online task scheduling scheme that learns directly
from experience to effectively shorten average task slowdown while ensuring
multi-resource fairness among tasks. Simulation results show that FairTS
outperforms state-of-the-art schemes with an ultra-low task slowdown and better
resource fairness.
"
183,"Machine Learning Fairness in Justice Systems: Base Rates, False
  Positives, and False Negatives","  Machine learning best practice statements have proliferated, but there is a
lack of consensus on what the standards should be. For fairness standards in
particular, there is little guidance on how fairness might be achieved in
practice. Specifically, fairness in errors (both false negatives and false
positives) can pose a problem of how to set weights, how to make unavoidable
tradeoffs, and how to judge models that present different kinds of errors
across racial groups. This paper considers the consequences of having higher
rates of false positives for one racial group and higher rates of false
negatives for another racial group. The paper examines how different errors in
justice settings can present problems for machine learning applications, the
limits of computation for resolving tradeoffs, and how solutions might have to
be crafted through courageous conversations with leadership, line workers,
stakeholders, and impacted communities.
"
184,Memory networks for consumer protection:unfairness exposed,"  Recent work has demonstrated how data-driven AI methods can leverage consumer
protection by supporting the automated analysis of legal documents. However, a
shortcoming of data-driven approaches is poor explainability. We posit that in
this domain useful explanations of classifier outcomes can be provided by
resorting to legal rationales. We thus consider several configurations of
memory-augmented neural networks where rationales are given a special role in
the modeling of context knowledge. Our results show that rationales not only
contribute to improve the classification accuracy, but are also able to offer
meaningful, natural language explanations of otherwise opaque classifier
outcomes.
"
185,LiFT: A Scalable Framework for Measuring Fairness in ML Applications,"  Many internet applications are powered by machine learned models, which are
usually trained on labeled datasets obtained through either implicit / explicit
user feedback signals or human judgments. Since societal biases may be present
in the generation of such datasets, it is possible for the trained models to be
biased, thereby resulting in potential discrimination and harms for
disadvantaged groups. Motivated by the need for understanding and addressing
algorithmic bias in web-scale ML systems and the limitations of existing
fairness toolkits, we present the LinkedIn Fairness Toolkit (LiFT), a framework
for scalable computation of fairness metrics as part of large ML systems. We
highlight the key requirements in deployed settings, and present the design of
our fairness measurement system. We discuss the challenges encountered in
incorporating fairness tools in practice and the lessons learned during
deployment at LinkedIn. Finally, we provide open problems based on practical
experience.
"
186,"Learning Fair Policies in Multiobjective (Deep) Reinforcement Learning
  with Average and Discounted Rewards","  As the operations of autonomous systems generally affect simultaneously
several users, it is crucial that their designs account for fairness
considerations. In contrast to standard (deep) reinforcement learning (RL), we
investigate the problem of learning a policy that treats its users equitably.
In this paper, we formulate this novel RL problem, in which an objective
function, which encodes a notion of fairness that we formally define, is
optimized. For this problem, we provide a theoretical discussion where we
examine the case of discounted rewards and that of average rewards. During this
analysis, we notably derive a new result in the standard RL setting, which is
of independent interest: it states a novel bound on the approximation error
with respect to the optimal average reward of that of a policy optimal for the
discounted reward. Since learning with discounted rewards is generally easier,
this discussion further justifies finding a fair policy for the average reward
by learning a fair policy for the discounted reward. Thus, we describe how
several classic deep RL algorithms can be adapted to our fair optimization
problem, and we validate our approach with extensive experiments in three
different domains.
"
187,Improving Fair Predictions Using Variational Inference In Causal Models,"  The importance of algorithmic fairness grows with the increasing impact
machine learning has on people's lives. Recent work on fairness metrics shows
the need for causal reasoning in fairness constraints. In this work, a
practical method named FairTrade is proposed for creating flexible prediction
models which integrate fairness constraints on sensitive causal paths. The
method uses recent advances in variational inference in order to account for
unobserved confounders. Further, a method outline is proposed which uses the
causal mechanism estimates to audit black box models. Experiments are conducted
on simulated data and on a real dataset in the context of detecting unlawful
social welfare. This research aims to contribute to machine learning techniques
which honour our ethical and legal boundaries.
"
188,Adversarial Learning for Counterfactual Fairness,"  In recent years, fairness has become an important topic in the machine
learning research community. In particular, counterfactual fairness aims at
building prediction models which ensure fairness at the most individual level.
Rather than globally considering equity over the entire population, the idea is
to imagine what any individual would look like with a variation of a given
attribute of interest, such as a different gender or race for instance.
Existing approaches rely on Variational Auto-encoding of individuals, using
Maximum Mean Discrepancy (MMD) penalization to limit the statistical dependence
of inferred representations with their corresponding sensitive attributes. This
enables the simulation of counterfactual samples used for training the target
fair model, the goal being to produce similar outcomes for every alternate
version of any individual. In this work, we propose to rely on an adversarial
neural learning approach, that enables more powerful inference than with MMD
penalties, and is particularly better fitted for the continuous setting, where
values of sensitive attributes cannot be exhaustively enumerated. Experiments
show significant improvements in term of counterfactual fairness for both the
discrete and the continuous settings.
"
189,FairXGBoost: Fairness-aware Classification in XGBoost,"  Highly regulated domains such as finance have long favoured the use of
machine learning algorithms that are scalable, transparent, robust and yield
better performance. One of the most prominent examples of such an algorithm is
XGBoost. Meanwhile, there is also a growing interest in building fair and
unbiased models in these regulated domains and numerous bias-mitigation
algorithms have been proposed to this end. However, most of these
bias-mitigation methods are restricted to specific model families such as
logistic regression or support vector machine models, thus leaving modelers
with a difficult decision of choosing between fairness from the bias-mitigation
algorithms and scalability, transparency, performance from algorithms such as
XGBoost. We aim to leverage the best of both worlds by proposing a fair variant
of XGBoost that enjoys all the advantages of XGBoost, while also matching the
levels of fairness from the state-of-the-art bias-mitigation algorithms.
Furthermore, the proposed solution requires very little in terms of changes to
the original XGBoost library, thus making it easy for adoption. We provide an
empirical analysis of our proposed method on standard benchmark datasets used
in the fairness community.
"
190,Fairness in the Eyes of the Data: Certifying Machine-Learning Models,"  We present a framework that allows to certify the fairness degree of a model
based on an interactive and privacy-preserving test. The framework verifies any
trained model, regardless of its training process and architecture. Thus, it
allows us to evaluate any deep learning model on multiple fairness definitions
empirically. We tackle two scenarios, where either the test data is privately
available only to the tester or is publicly known in advance, even to the model
creator. We investigate the soundness of the proposed approach using
theoretical analysis and present statistical guarantees for the interactive
test. Finally, we provide a cryptographic technique to automate fairness
testing and certified inference with only black-box access to the model at hand
while hiding the participants' sensitive data.
"
191,A General Framework for Fairness in Multistakeholder Recommendations,"  Contemporary recommender systems act as intermediaries on multi-sided
platforms serving high utility recommendations from sellers to buyers. Such
systems attempt to balance the objectives of multiple stakeholders including
sellers, buyers, and the platform itself. The difficulty in providing
recommendations that maximize the utility for a buyer, while simultaneously
representing all the sellers on the platform has lead to many interesting
research problems.Traditionally, they have been formulated as integer linear
programs which compute recommendations for all the buyers together in an
\emph{offline} fashion, by incorporating coverage constraints so that the
individual sellers are proportionally represented across all the recommended
items. Such approaches can lead to unforeseen biases wherein certain buyers
consistently receive low utility recommendations in order to meet the global
seller coverage constraints. To remedy this situation, we propose a general
formulation that incorporates seller coverage objectives alongside individual
buyer objectives in a real-time personalized recommender system. In addition,
we leverage highly scalable submodular optimization algorithms to provide
recommendations to each buyer with provable theoretical quality bounds.
Furthermore, we empirically evaluate the efficacy of our approach using data
from an online real-estate marketplace.
"
192,"""And the Winner Is..."": Dynamic Lotteries for Multi-group Fairness-Aware
  Recommendation","  As recommender systems are being designed and deployed for an increasing
number of socially-consequential applications, it has become important to
consider what properties of fairness these systems exhibit. There has been
considerable research on recommendation fairness. However, we argue that the
previous literature has been based on simple, uniform and often uni-dimensional
notions of fairness assumptions that do not recognize the real-world
complexities of fairness-aware applications. In this paper, we explicitly
represent the design decisions that enter into the trade-off between accuracy
and fairness across multiply-defined and intersecting protected groups,
supporting multiple fairness metrics. The framework also allows the recommender
to adjust its performance based on the historical view of recommendations that
have been delivered over a time horizon, dynamically rebalancing between
fairness concerns. Within this framework, we formulate lottery-based mechanisms
for choosing between fairness concerns, and demonstrate their performance in
two recommendation domains.
"
193,"On the Identification of Fair Auditors to Evaluate Recommender Systems
  based on a Novel Non-Comparative Fairness Notion","  Decision-support systems are information systems that offer support to
people's decisions in various applications such as judiciary, real-estate and
banking sectors. Lately, these support systems have been found to be
discriminatory in the context of many practical deployments. In an attempt to
evaluate and mitigate these biases, algorithmic fairness literature has been
nurtured using notions of comparative justice, which relies primarily on
comparing two/more individuals or groups within the society that is supported
by such systems. However, such a fairness notion is not very useful in the
identification of fair auditors who are hired to evaluate latent biases within
decision-support systems. As a solution, we introduce a paradigm shift in
algorithmic fairness via proposing a new fairness notion based on the principle
of non-comparative justice. Assuming that the auditor makes fairness
evaluations based on some (potentially unknown) desired properties of the
decision-support system, the proposed fairness notion compares the system's
outcome with that of the auditor's desired outcome. We show that the proposed
fairness notion also provides guarantees in terms of comparative fairness
notions by proving that any system can be deemed fair from the perspective of
comparative fairness (e.g. individual fairness and statistical parity) if it is
non-comparatively fair with respect to an auditor who has been deemed fair with
respect to the same fairness notions. We also show that the converse holds true
in the context of individual fairness. A brief discussion is also presented
regarding how our fairness notion can be used to identify fair and reliable
auditors, and how we can use them to quantify biases in decision-support
systems.
"
194,"Addressing Fairness in Classification with a Model-Agnostic
  Multi-Objective Algorithm","  The goal of fairness in classification is to learn a classifier that does not
discriminate against groups of individuals based on sensitive attributes, such
as race and gender. One approach to designing fair algorithms is to use
relaxations of fairness notions as regularization terms or in a constrained
optimization problem. We observe that the hyperbolic tangent function can
approximate the indicator function. We leverage this property to define a
differentiable relaxation that approximates fairness notions provably better
than existing relaxations. In addition, we propose a model-agnostic
multi-objective architecture that can simultaneously optimize for multiple
fairness notions and multiple sensitive attributes and supports all statistical
parity-based notions of fairness. We use our relaxation with the
multi-objective architecture to learn fair classifiers. Experiments on public
datasets show that our method suffers a significantly lower loss of accuracy
than current debiasing algorithms relative to the unconstrained model.
"
195,On the Fairness of 'Fake' Data in Legal AI,"  The economics of smaller budgets and larger case numbers necessitates the use
of AI in legal proceedings. We examine the concept of disparate impact and how
biases in the training data lead to the search for fairer AI. This paper seeks
to begin the discourse on what such an implementation would actually look like
with a criticism of pre-processing methods in a legal context . We outline how
pre-processing is used to correct biased data and then examine the legal
implications of effectively changing cases in order to achieve a fairer outcome
including the black box problem and the slow encroachment on legal precedent.
Finally we present recommendations on how to avoid the pitfalls of
pre-processed data with methods that either modify the classifier or correct
the output in the final step.
"
196,"Fairness Matters -- A Data-Driven Framework Towards Fair and High
  Performing Facial Recognition Systems","  Facial recognition technologies are widely used in governmental and
industrial applications. Together with the advancements in deep learning (DL),
human-centric tasks such as accurate age prediction based on face images become
feasible. However, the issue of fairness when predicting the age for different
ethnicity and gender remains an open problem. Policing systems use age to
estimate the likelihood of someone to commit a crime, where younger suspects
tend to be more likely involved. Unfair age prediction may lead to unfair
treatment of humans not only in crime prevention but also in marketing,
identity acquisition and authentication. Therefore, this work follows two
parts. First, an empirical study is conducted evaluating performance and
fairness of state-of-the-art systems for age prediction including baseline and
most recent works of academia and the main industrial service providers (Amazon
AWS and Microsoft Azure). Building on the findings we present a novel approach
to mitigate unfairness and enhance performance, using distribution-aware
dataset curation and augmentation. Distribution-awareness is based on
out-of-distribution detection which is utilized to validate equal and diverse
DL system behavior towards e.g. ethnicity and gender. In total we train 24 DNN
models and utilize one million data points to assess performance and fairness
of the state-of-the-art for face recognition algorithms. We demonstrate an
improvement in mean absolute age prediction error from 7.70 to 3.39 years and a
4-fold increase in fairness towards ethnicity when compared to related work.
Utilizing the presented methodology we are able to outperform leading industry
players such as Amazon AWS or Microsoft Azure in both fairness and age
prediction accuracy and provide the necessary guidelines to assess quality and
enhance face recognition systems based on DL techniques.
"
197,Active Fairness Instead of Unawareness,"  The possible risk that AI systems could promote discrimination by reproducing
and enforcing unwanted bias in data has been broadly discussed in research and
society. Many current legal standards demand to remove sensitive attributes
from data in order to achieve ""fairness through unawareness"". We argue that
this approach is obsolete in the era of big data where large datasets with
highly correlated attributes are common. In the contrary, we propose the active
use of sensitive attributes with the purpose of observing and controlling any
kind of discrimination, and thus leading to fair results.
"
198,"Neither Private Nor Fair: Impact of Data Imbalance on Utility and
  Fairness in Differential Privacy","  Deployment of deep learning in different fields and industries is growing day
by day due to its performance, which relies on the availability of data and
compute. Data is often crowd-sourced and contains sensitive information about
its contributors, which leaks into models that are trained on it. To achieve
rigorous privacy guarantees, differentially private training mechanisms are
used. However, it has recently been shown that differential privacy can
exacerbate existing biases in the data and have disparate impacts on the
accuracy of different subgroups of data. In this paper, we aim to study these
effects within differentially private deep learning. Specifically, we aim to
study how different levels of imbalance in the data affect the accuracy and the
fairness of the decisions made by the model, given different levels of privacy.
We demonstrate that even small imbalances and loose privacy guarantees can
cause disparate impacts.
"
199,Justicia: A Stochastic SAT Approach to Formally Verify Fairness,"  As a technology ML is oblivious to societal good or bad, and thus, the field
of fair machine learning has stepped up to propose multiple mathematical
definitions, algorithms, and systems to ensure different notions of fairness in
ML applications. Given the multitude of propositions, it has become imperative
to formally verify the fairness metrics satisfied by different algorithms on
different datasets. In this paper, we propose a \textit{stochastic
satisfiability} (SSAT) framework, Justicia, that formally verifies different
fairness measures of supervised learning algorithms with respect to the
underlying data distribution. We instantiate Justicia on multiple
classification and bias mitigation algorithms, and datasets to verify different
fairness metrics, such as disparate impact, statistical parity, and equalized
odds. Justicia is scalable, accurate, and operates on non-Boolean and compound
sensitive attributes unlike existing distribution-based verifiers, such as
FairSquare and VeriFair. Being distribution-based by design, Justicia is more
robust than the verifiers, such as AIF360, that operate on specific test
samples. We also theoretically bound the finite-sample error of the verified
fairness measure.
"
200,Group Fairness by Probabilistic Modeling with Latent Fair Decisions,"  Machine learning systems are increasingly being used to make impactful
decisions such as loan applications and criminal justice risk assessments, and
as such, ensuring fairness of these systems is critical. This is often
challenging as the labels in the data are biased. This paper studies learning
fair probability distributions from biased data by explicitly modeling a latent
variable that represents a hidden, unbiased label. In particular, we aim to
achieve demographic parity by enforcing certain independencies in the learned
model. We also show that group fairness guarantees are meaningful only if the
distribution used to provide those guarantees indeed captures the real-world
data. In order to closely model the data distribution, we employ probabilistic
circuits, an expressive and tractable probabilistic model, and propose an
algorithm to learn them from incomplete data. We evaluate our approach on a
synthetic dataset in which observed labels indeed come from fair labels but
with added bias, and demonstrate that the fair labels are successfully
retrieved. Moreover, we show on real-world datasets that our approach not only
is a better model than existing methods of how the data was generated but also
achieves competitive accuracy.
"
201,"Understanding Fairness of Gender Classification Algorithms Across
  Gender-Race Groups","  Automated gender classification has important applications in many domains,
such as demographic research, law enforcement, online advertising, as well as
human-computer interaction. Recent research has questioned the fairness of this
technology across gender and race. Specifically, the majority of the studies
raised the concern of higher error rates of the face-based gender
classification system for darker-skinned people like African-American and for
women. However, to date, the majority of existing studies were limited to
African-American and Caucasian only. The aim of this paper is to investigate
the differential performance of the gender classification algorithms across
gender-race groups. To this aim, we investigate the impact of (a) architectural
differences in the deep learning algorithms and (b) training set imbalance, as
a potential source of bias causing differential performance across gender and
race. Experimental investigations are conducted on two latest large-scale
publicly available facial attribute datasets, namely, UTKFace and FairFace. The
experimental results suggested that the algorithms with architectural
differences varied in performance with consistency towards specific gender-race
groups. For instance, for all the algorithms used, Black females (Black race in
general) always obtained the least accuracy rates. Middle Eastern males and
Latino females obtained higher accuracy rates most of the time. Training set
imbalance further widens the gap in the unequal accuracy rates across all
gender-race groups. Further investigations using facial landmarks suggested
that facial morphological differences due to the bone structure influenced by
genetic and environmental factors could be the cause of the least performance
of Black females and Black race, in general.
"
202,"Differentially Private and Fair Deep Learning: A Lagrangian Dual
  Approach","  A critical concern in data-driven decision making is to build models whose
outcomes do not discriminate against some demographic groups, including gender,
ethnicity, or age. To ensure non-discrimination in learning tasks, knowledge of
the sensitive attributes is essential, while, in practice, these attributes may
not be available due to legal and ethical requirements. To address this
challenge, this paper studies a model that protects the privacy of the
individuals sensitive information while also allowing it to learn
non-discriminatory predictors. The method relies on the notion of differential
privacy and the use of Lagrangian duality to design neural networks that can
accommodate fairness constraints while guaranteeing the privacy of sensitive
attributes. The paper analyses the tension between accuracy, privacy, and
fairness and the experimental evaluation illustrates the benefits of the
proposed model on several prediction tasks.
"
203,Fair Meta-Learning For Few-Shot Classification,"  Artificial intelligence nowadays plays an increasingly prominent role in our
life since decisions that were once made by humans are now delegated to
automated systems. A machine learning algorithm trained based on biased data,
however, tends to make unfair predictions. Developing classification algorithms
that are fair with respect to protected attributes of the data thus becomes an
important problem. Motivated by concerns surrounding the fairness effects of
sharing and few-shot machine learning tools, such as the Model Agnostic
Meta-Learning framework, we propose a novel fair fast-adapted few-shot
meta-learning approach that efficiently mitigates biases during meta-train by
ensuring controlling the decision boundary covariance that between the
protected variable and the signed distance from the feature vectors to the
decision boundary. Through extensive experiments on two real-world image
benchmarks over three state-of-the-art meta-learning algorithms, we empirically
demonstrate that our proposed approach efficiently mitigates biases on model
output and generalizes both accuracy and fairness to unseen tasks with a
limited amount of training samples.
"
204,Towards a Measure of Individual Fairness for Deep Learning,"  Deep learning has produced big advances in artificial intelligence, but
trained neural networks often reflect and amplify bias in their training data,
and thus produce unfair predictions. We propose a novel measure of individual
fairness, called prediction sensitivity, that approximates the extent to which
a particular prediction is dependent on a protected attribute. We show how to
compute prediction sensitivity using standard automatic differentiation
capabilities present in modern deep learning frameworks, and present
preliminary empirical results suggesting that prediction sensitivity may be
effective for measuring bias in individual predictions.
"
205,Fairness and Diversity for Rankings in Two-Sided Markets,"  Ranking items by their probability of relevance has long been the goal of
conventional ranking systems. While this maximizes traditional criteria of
ranking performance, there is a growing understanding that it is an
oversimplification in online platforms that serve not only a diverse user
population, but also the producers of the items. In particular, ranking
algorithms are expected to be fair in how they serve all groups of users -- not
just the majority group -- and they also need to be fair in how they divide
exposure among the items. These fairness considerations can partially be met by
adding diversity to the rankings, as done in several recent works, but we show
in this paper that user fairness, item fairness and diversity are fundamentally
different concepts. In particular, we find that algorithms that consider only
one of the three desiderata can fail to satisfy and even harm the other two. To
overcome this shortcoming, we present the first ranking algorithm that
explicitly enforces all three desiderata. The algorithm optimizes user and item
fairness as a convex optimization problem which can be solved optimally. From
its solution, a ranking policy can be derived via a new Birkhoff-von Neumann
decomposition algorithm that optimizes diversity. Beyond the theoretical
analysis, we provide a comprehensive empirical evaluation on a new benchmark
dataset to show the effectiveness of the proposed ranking algorithm on
controlling the three desiderata and the interplay between them.
"
206,Astraea: Grammar-based Fairness Testing,"  Software often produces biased outputs. In particular, machine learning (ML)
based software are known to produce erroneous predictions when processing
discriminatory inputs. Such unfair program behavior can be caused by societal
bias. In the last few years, Amazon, Microsoft and Google have provided
software services that produce unfair outputs, mostly due to societal bias
(e.g. gender or race). In such events, developers are saddled with the task of
conducting fairness testing. Fairness testing is challenging; developers are
tasked with generating discriminatory inputs that reveal and explain biases.
  We propose a grammar-based fairness testing approach (called ASTRAEA) which
leverages context-free grammars to generate discriminatory inputs that reveal
fairness violations in software systems. Using probabilistic grammars, ASTRAEA
also provides fault diagnosis by isolating the cause of observed software bias.
ASTRAEA's diagnoses facilitate the improvement of ML fairness.
  ASTRAEA was evaluated on 18 software systems that provide three major natural
language processing (NLP) services. In our evaluation, ASTRAEA generated
fairness violations with a rate of ~18%. ASTRAEA generated over 573K
discriminatory test cases and found over 102K fairness violations. Furthermore,
ASTRAEA improves software fairness by ~76%, via model-retraining.
"
207,"FairMixRep : Self-supervised Robust Representation Learning for
  Heterogeneous Data with Fairness constraints","  Representation Learning in a heterogeneous space with mixed variables of
numerical and categorical types has interesting challenges due to its complex
feature manifold. Moreover, feature learning in an unsupervised setup, without
class labels and a suitable learning loss function, adds to the problem
complexity. Further, the learned representation and subsequent predictions
should not reflect discriminatory behavior towards certain sensitive groups or
attributes. The proposed feature map should preserve maximum variations present
in the data and needs to be fair with respect to the sensitive variables. We
propose, in the first phase of our work, an efficient encoder-decoder framework
to capture the mixed-domain information. The second phase of our work focuses
on de-biasing the mixed space representations by adding relevant fairness
constraints. This ensures minimal information loss between the representations
before and after the fairness-preserving projections. Both the information
content and the fairness aspect of the final representation learned has been
validated through several metrics where it shows excellent performance. Our
work (FairMixRep) addresses the problem of Mixed Space Fair Representation
learning from an unsupervised perspective and learns a Universal representation
that is timely, unique, and a novel research contribution.
"
208,A Bandit-Based Algorithm for Fairness-Aware Hyperparameter Optimization,"  Considerable research effort has been guided towards algorithmic fairness but
there is still no major breakthrough. In practice, an exhaustive search over
all possible techniques and hyperparameters is needed to find optimal
fairness-accuracy trade-offs. Hence, coupled with the lack of tools for ML
practitioners, real-world adoption of bias reduction methods is still scarce.
To address this, we present Fairband, a bandit-based fairness-aware
hyperparameter optimization (HO) algorithm. Fairband is conceptually simple,
resource-efficient, easy to implement, and agnostic to both the objective
metrics, model types and the hyperparameter space being explored. Moreover, by
introducing fairness notions into HO, we enable seamless and efficient
integration of fairness objectives into real-world ML pipelines. We compare
Fairband with popular HO methods on four real-world decision-making datasets.
We show that Fairband can efficiently navigate the fairness-accuracy trade-off
through hyperparameter optimization. Furthermore, without extra training cost,
it consistently finds configurations attaining substantially improved fairness
at a comparatively small decrease in predictive accuracy.
"
209,Assessing the Fairness of Classifiers with Collider Bias,"  The increasing maturity of machine learning technologies and their
applications to decisions relate to everyday decision making have brought
concerns about the fairness of the decisions. However, current fairness
assessment systems often suffer from collider bias, which leads to a spurious
association between the protected attribute and the outcomes. To achieve
fairness evaluation on prediction models at the individual level, in this
paper, we develop the causality-based theorems to support the use of direct
causal effect estimation for fairness assessment on a given a classifier
without access to original training data. Based on the theorems, an unbiased
situation test method is presented to assess individual fairness of predictions
by a classifier, through the elimination of the impact of collider bias of the
classifier on the fairness assessment. Extensive experiments have been
performed on synthetic and real-world data to evaluate the performance of the
proposed method. The experimental results show that the proposed method reduces
bias significantly.
"
210,"Metrics and methods for a systematic comparison of fairness-aware
  machine learning algorithms","  Understanding and removing bias from the decisions made by machine learning
models is essential to avoid discrimination against unprivileged groups.
Despite recent progress in algorithmic fairness, there is still no clear answer
as to which bias-mitigation approaches are most effective. Evaluation
strategies are typically use-case specific, rely on data with unclear bias, and
employ a fixed policy to convert model outputs to decision outcomes. To address
these problems, we performed a systematic comparison of a number of popular
fairness algorithms applicable to supervised classification. Our study is the
most comprehensive of its kind. It utilizes three real and four synthetic
datasets, and two different ways of converting model outputs to decisions. It
considers fairness, predictive-performance, calibration quality, and speed of
28 different modelling pipelines, corresponding to both fairness-unaware and
fairness-aware algorithms. We found that fairness-unaware algorithms typically
fail to produce adequately fair models and that the simplest algorithms are not
necessarily the fairest ones. We also found that fairness-aware algorithms can
induce fairness without material drops in predictive power. Finally, we found
that dataset idiosyncracies (e.g., degree of intrinsic unfairness, nature of
correlations) do affect the performance of fairness-aware approaches. Our
results allow the practitioner to narrow down the approach(es) they would like
to adopt without having to know in advance their fairness requirements.
"
211,CryptoCredit: Securely Training Fair Models,"  When developing models for regulated decision making, sensitive features like
age, race and gender cannot be used and must be obscured from model developers
to prevent bias. However, the remaining features still need to be tested for
correlation with sensitive features, which can only be done with the knowledge
of those features. We resolve this dilemma using a fully homomorphic encryption
scheme, allowing model developers to train linear regression and logistic
regression models and test them for possible bias without ever revealing the
sensitive features in the clear. We demonstrate how it can be applied to
leave-one-out regression testing, and show using the adult income data set that
our method is practical to run.
"
212,Fairness Perception from a Network-Centric Perspective,"  Algorithmic fairness is a major concern in recent years as the influence of
machine learning algorithms becomes more widespread. In this paper, we
investigate the issue of algorithmic fairness from a network-centric
perspective. Specifically, we introduce a novel yet intuitive function known as
network-centric fairness perception and provide an axiomatic approach to
analyze its properties. Using a peer-review network as case study, we also
examine its utility in terms of assessing the perception of fairness in paper
acceptance decisions. We show how the function can be extended to a group
fairness metric known as fairness visibility and demonstrate its relationship
to demographic parity. We also illustrate a potential pitfall of the fairness
visibility measure that can be exploited to mislead individuals into perceiving
that the algorithmic decisions are fair. We demonstrate how the problem can be
alleviated by increasing the local neighborhood size of the fairness perception
function.
"
213,FaiR-N: Fair and Robust Neural Networks for Structured Data,"  Fairness in machine learning is crucial when individuals are subject to
automated decisions made by models in high-stake domains. Organizations that
employ these models may also need to satisfy regulations that promote
responsible and ethical A.I. While fairness metrics relying on comparing model
error rates across subpopulations have been widely investigated for the
detection and mitigation of bias, fairness in terms of the equalized ability to
achieve recourse for different protected attribute groups has been relatively
unexplored. We present a novel formulation for training neural networks that
considers the distance of data points to the decision boundary such that the
new objective: (1) reduces the average distance to the decision boundary
between two groups for individuals subject to a negative outcome in each group,
i.e. the network is more fair with respect to the ability to obtain recourse,
and (2) increases the average distance of data points to the boundary to
promote adversarial robustness. We demonstrate that training with this loss
yields more fair and robust neural networks with similar accuracies to models
trained without it. Moreover, we qualitatively motivate and empirically show
that reducing recourse disparity across groups also improves fairness measures
that rely on error rates. To the best of our knowledge, this is the first time
that recourse capabilities across groups are considered to train fairer neural
networks, and a relation between error rates based fairness and recourse based
fairness is investigated.
"
