"X","title","abstract"
155,"fair outlier detection"," outlier detection method may considered fair specified sensitive attributes results outlier detection skewed towards particular groups defined sensitive attributes task consider first time best knowledge task fair outlier detection work consider task fair outlier detection multiple multivalued sensitive attributes eg gender race religion nationality marital status etc propose fair outlier detection method fairlof inspired popular lof formulation neighborhoodbased outlier detection outline ways unfairness induced within lof develop three heuristic principles enhance fairness form basis fairlof method novel task develop evaluation framework fair outlier detection use benchmark fairlof quality fairness results extensive empirical evaluation realworld datasets illustrate fairlof able achieve significant improvements fairness sometimes marginal degradations result quality measured fairnessagnostic lof method "
156,"gender slopes counterfactual fairness computer vision models attribute manipulation"," automated computer vision systems applied many domains including security law enforcement personal devices recent reports suggest systems may produce biased results discriminating people certain demographic groups diagnosing understanding underlying true causes model biases however challenging tasks modern computer vision systems rely complex blackbox models whose behaviors hard decode propose use encoderdecoder network developed image attribute manipulation synthesize facial images varying dimensions gender race keeping signals intact use synthesized images measure counterfactual fairness commercial computer vision classifiers examining degree classifiers affected gender racial cues controlled images eg feminine faces may elicit higher scores concept nurse lower scores stemrelated concepts also report skewed gender representations online search service professionrelated keywords may explain origin biases encoded models "
157,"opportunistic multiaspect fairness personalized reranking"," recommender systems become widespread moved areas greater social impact employment housing researchers begun seek ways ensure fairness results systems produce work primarily focused developing recommendation approaches fairness metrics jointly optimized along recommendation accuracy however previous work largely ignored individual preferences may limit ability algorithm produce fair recommendations furthermore exceptions researchers considered scenarios fairness measured relative single sensitive feature attribute race gender paper present reranking approach fairnessaware recommendation learns individual preferences across multiple fairness dimensions uses enhance provider fairness recommendation results specifically show opportunistic metricagnostic approach achieves better tradeoff accuracy fairness prior reranking approaches across multiple fairness dimensions "
158,"fair classification via unconstrained optimization"," achieving bayes optimal binary classification rule subject group fairness constraints known reducible cases learning groupwise thresholding rule bayes regressor paper extend result proving broader setting bayes optimal fair learning rule remains groupwise thresholding rule bayes regressor possible randomization thresholds provides stronger justification postprocessing approach fair classification predictor learned first output adjusted remove bias show postprocessing rule twostage approach can learned quite efficiently solving unconstrained optimization problem proposed algorithm can applied blackbox machine learning model deep neural networks random forests support vector machines addition can accommodate many fairness criteria previously proposed literature equalized odds statistical parity prove algorithm bayes consistent motivate furthermore via impossibility result quantifies tradeoff accuracy fairness across multiple demographic groups finally conclude validating algorithm adult benchmark dataset "
159,"whats sex got fair machine learning"," debate fairness machine learning largely centered around competing definitions fairness nondiscrimination groups requires however little attention paid precisely group many recent approaches fairness require one specify causal model data generating process exercises make implicit ontological assumption racial sex group simply collection individuals share given trait show exploring formal assumption modularity causal models holds dependencies captured one causal pathway invariant interventions pathways causal models sex propose two substantive claims exists feature sexonitsown inherent trait individual causally brings social phenomena external world relations sex effects can modified whichever ways former feature still retain meaning sex world argue ontological picture false many effects sex purportedly causes fact constitutive features sex social status give social meaning sex features meanings precisely make sex discrimination distinctively morally problematic type action correcting conceptual error number implications models can used detect discrimination formal diagrams constitutive relations present entirely different path toward reasoning discrimination whereas causal diagrams guide construction sophisticated modular counterfactuals constitutive diagrams identify different kind counterfactual central inquiry discrimination one asks social meaning group changed nonmodular features altered "
160,"fairnessaware explainable recommendation knowledge graphs"," growing attention fairness considerations recently especially context intelligent decision making systems explainable recommendation systems particular may suffer explanation bias performance disparity paper analyze different groups users according level activity find bias exists recommendation performance different groups show inactive users may susceptible receiving unsatisfactory recommendations due insufficient training data inactive users recommendations may biased training records active users due nature collaborative filtering leads unfair treatment system propose fairness constrained approach via heuristic reranking mitigate unfairness problem context explainable recommendation knowledge graphs experiment several realworld datasets stateoftheart knowledge graphbased explainable recommendation algorithms promising results show algorithm able provide highquality explainable recommendations also reduces recommendation unfairness several respects "
161," quest fair schedule young physicists tournament"," young physicists tournament established teamoriented scientific competition high school students countries continents competition consists scientific discussions called fights three four teams participate fight presents problem rotating roles presenter opponent reviewer observer among rules countries require team announce advance problems will present national tournament task organizers choose composition fights way team presents chosen problems exactly within single fight problem presented besides formalizing feasibility conditions paper formulate several additional fairness conditions tournament schedules show fulfillment can ensured constructing suitable edge colorings bipartite graphs find fair schedules propose integer linear programs test real well randomly generated data "
162,"fair classification noisy protected attributes framework provable guarantees"," due deployment classification algorithms multitude applications directly indirectly affecting people society developing methods fair respect protected attributes gender race crucial however protected attributes datasets may inaccurate due noise data collection protected attributes imputed either whole part inaccuracies can prevent existing fair classification algorithms achieving claimed fairness guarantees motivated recent works studied fair classification problem binary protected attribute noisy protected type flipped known fixed probability either suggesting optimization using tighter statistical equalized odds constraints counter noise identifying conditions prior equalized odds postprocessing algorithms can handle noisy attributes extend study noisetolerant fair classification general setting main contribution optimization framework learning fair classifier presence noisy perturbations protected attributes can employed linear linearfractional class fairness constraints comes probabilistic guarantees accuracy fairness can handle multiple nonbinary protected attributes empirically show framework can used attain either statistical rate false positive rate fairness guarantees minimal loss accuracy even noise corruption large two realworld datasets prior existing noisy fair classification approaches hand either always achieve desired fairness levels suffer larger loss accuracy guaranteeing high fairness compared framework "
163,"deepfair deep learning improving fairness recommender systems"," lack bias management recommender systems leads minority groups receiving unfair recommendations moreover tradeoff equity precision makes difficult obtain recommendations meet criteria propose deep learning based collaborative filtering algorithm provides recommendations optimum balance fairness accuracy without knowing demographic information users experimental results show possible make fair recommendations without losing significant proportion accuracy "
164,"balancing fairness efficiency optimization model"," optimization models generally aim efficiency maximizing total benefit minimizing cost yet tradeoff fairness efficiency important element many practical decisions propose principled practical method balancing two criteria optimization model following critical assessment existing schemes define set social welfare functions swfs combine rawlsian leximax fairness utilitarianism overcome weaknesses previous approaches particular regulate equityefficiency tradeoff single parameter meaningful interpretation practical contexts formulate swfs using mixed integer constraints sequentially maximize subject constraints define problem hand providing practical stepbystep instructions implementation demonstrate method problems realistic size involving healthcare resource allocation disaster preparation solution times modest ranging fraction second seconds given value tradeoff parameter "
165,"system integrate fairness transparently industry approach"," significant research efforts address issue unintentional bias machine learning ml many wellknown companies dealt fallout deployment products due issue industrial context enterprises largescale ml solutions broad class use cases deployed different swaths customers trading cost detecting mitigating bias across landscape lifetime use case risk impact brand image key consideration propose framework industrial uses addresses methodological mechanization needs approach benefits prior experience handling security privacy concerns well past internal ml projects significant reuse bias handling ability every stage ml development lifecycle guide users can lower overall costs reducing bias "
166,"fair influence maximization welfare optimization approach"," several social interventions eg suicide hiv prevention leverage social network information maximize outreach algorithmic influence maximization techniques proposed aid choice influencers peer leaders interventions traditional algorithms influence maximization designed social interventions mind result may disproportionately exclude minority communities benefits intervention motivated research fair influence maximization existing techniques require committing single domainspecific fairness measure makes hard decision maker meaningfully compare notions resulting tradeoffs across different applications address shortcomings extending principles cardinal welfare influence maximization setting underlain complex connections members different communities generalize theory regarding principles show circumstances principles can satisfied welfare function propose family welfare functions governed single inequity aversion parameter allows decision maker study taskdependent tradeoffs fairness total influence effectively trade quantities like influence gap varying parameter use welfare functions fairness notion rule undesirable allocations show resulting optimization problem monotone submodular can solved optimality guarantees finally carry detailed experimental analysis synthetic real social networks high welfare can achieved without sacrificing total influence significantly interestingly can show exists welfare functions empirically satisfy principles "
167,"causal intersectionality fair ranking"," paper propose causal modeling approach intersectional fairness flexible taskspecific method computing intersectionally fair rankings rankings used many contexts ranging web search results college admissions causal inference fair rankings received limited attention additionally growing literature causal fairness directed little attention intersectionality bringing issues together formal causal framework make application intersectionality fair machine learning explicit connected important real world effects domain knowledge transparent technical limitations experimentally evaluate approach real synthetic datasets exploring behaviour different structural assumptions "
168,"fair kmeans clustering"," show popular kmeans clustering algorithm lloyds heuristic used variety scientific data can result outcomes unfavorable subgroups data eg demographic groups biased clusterings can deleterious implications humancentric applications resource allocation present fair kmeans objective algorithm choose cluster centers provide equitable costs different groups algorithm fairlloyd modification lloyds heuristic kmeans inheriting simplicity efficiency stability comparison standard lloyds find benchmark data sets fairlloyd exhibits unbiased performance ensuring groups balanced costs output kclustering incurring negligible increase running time thus making viable fair option wherever kmeans currently used "
169,"probabilistic fair clustering"," clustering problems central decisionmaker given complete metric graph vertices must provide clustering vertices minimizes objective function fair clustering problems vertices endowed color eg membership group features valid clustering might also include representation colors clustering prior work fair clustering assumes complete knowledge group membership paper generalize prior work assuming imperfect knowledge group membership probabilistic assignments present clustering algorithms general setting approximation ratio guarantees also address problem metric membership different groups notion order distance experiments conducted using proposed algorithms well baselines validate approach also surface nuanced concerns group membership known deterministically "
170,"verifying individual fairness machine learning models"," consider problem whether given decision model working structured data individual fairness following work dwork model individually biased unfair pair valid inputs close according appropriate metric treated differently model different class label large difference output unbiased fair pair exists objective construct verifiers proving individual fairness given model considering appropriate relaxations problem construct verifiers sound complete linear classifiers kernelized polynomialradial basis function classifiers also report experimental results evaluating proposed algorithms publicly available datasets "
171,"machine learning pipelines provenance reproducibility fair data principles"," machine learning ml increasingly important scientific tool supporting decision making knowledge generation numerous fields also becomes important results ml experiments reproducible unfortunately often case rather ml similar many disciplines faces reproducibility crisis paper describe goals initial steps supporting endtoend reproducibility ml pipelines investigate factors beyond availability source code datasets influence reproducibility ml experiments propose ways apply fair data practices ml workflows present preliminary results role tool provbook capturing comparing provenance ml experiments reproducibility using jupyter notebooks "
172," framework fairness twosided marketplaces"," many interesting problems internet industry can framed twosided marketplace problem examples include search applications recommender systems showing people jobs movies products restaurants etc incorporating fairness building systems crucial can deep social economic impact applications include job recommendations recruiters searching candidates etc paper propose definition develop endtoend framework achieving fairness building machine learning systems scale extend prior work develop optimization framework can tackle fairness constraints source destination sides marketplace well dynamic aspects problem framework flexible enough adapt different definitions fairness can implemented largescale settings perform simulations show efficacy approach "
173," applicability ml fairness notions"," mlbased predictive systems increasingly used support decisions critical impact individuals lives college admission job hiring child custody criminal risk assessment etc result fairness emerged important requirement guarantee predictive systems discriminate specific individuals entire subpopulations particular minorities given inherent subjectivity viewing concept fairness several notions fairness introduced literature paper survey fairness notions unlike surveys literature addresses question notion fairness suited given realworld scenario attempt answer question consists identifying set fairnessrelated characteristics realworld scenario hand analyzing behavior fairness notion fitting two elements recommend suitable fairness notion every specific setup results summarized decision diagram can used practitioners policy makers navigate relatively large catalogue fairness notions "
174,"fairness machine learning false positive rate equality measure fairness"," machine learning informs increasingly consequential decisions different metrics proposed measuring algorithmic bias unfairness two popular fairness measures calibration equality false positive rate measure seems intuitively important notably usually impossible satisfy measures reason large literature machine learning speaks fairness tradeoff two measures framing assumes measures fact capturing something important date philosophers examined crucial assumption examined extent measure actually tracks normatively important property makes inevitable statistical conflict calibration false positive rate equality important topic ethics paper give ethical framework thinking measures argue contrary initial appearances false positive rate equality track anything fairness thus sets incoherent standard evaluating fairness algorithms "
175,"algorithmic fairness education"," datadriven predictive models increasingly used education support students instructors administrators however concerns fairness predictions uses algorithmic systems introduction algorithmic fairness education draw parallels prior literature educational access bias discrimination examine core components algorithmic systems measurement model learning action identify sources bias discrimination process developing deploying systems statistical similaritybased causal notions fairness reviewed contrasted way apply educational contexts recommendations policy makers developers educational technology offer guidance promote algorithmic fairness education "
176," causal linear model quantify edge unfairness unfair edge prioritization discrimination removal"," dataset can generated unfair mechanism numerous settings instance judicial system unfair rejects bail plea accused based race mitigate unfairness procedure generating dataset need identify sources unfairness quantify unfairness sources quantify sources affect overall unfairness prioritize sources addressing realworld issues underlying prior work zhang et al identifies removes discrimination data generated suggest methodology mitigate unfairness data generation phase use notion unfair edge chiappa et al source discrimination quantify unfairness along unfair edge also quantify overall unfairness particular decision towards subset sensitive attributes terms edge unfairness measure sensitivity former latter varied using formulation cumulative unfairness terms edge unfairness alter discrimination removal methodology discussed zhang et al formulating optimization problem helps getting rid constraints grow exponentially number sensitive attributes values taken finally discuss priority algorithm policymakers address realworld issues underlying edges result unfairness experimental section validates linear model assumption made quantify edge unfairness "
177," impossibility theorem machine fairness causal perspective"," increasing pervasive use machine learning social economic settings interest notion machine bias ai community models trained historic data reflect biases exist society propagated future decisions recent study conducted propublica revealed compas recidivism prediction tool biased africanamerican community three prominent metrics fairness used community statistically proved impossible satisfy time led ambiguity definition fairness report causal perspective impossibility theorem fairness presented along causal goal machine fairness "
178,"fair algorithms multiagent multiarmed bandits"," propose multiagent variant classical multiarmed bandit problem n agents k arms pulling arm generates possibly different stochastic reward agent unlike classical multiarmed bandit problem goal learn best arm agent may perceive different arm best instead seek learn fair distribution arms drawing long line research economics computer science use nash social welfare notion fairness design multiagent variants three classic multiarmed bandit algorithms show achieve sublinear regret now measured terms nash social welfare "
179,"algorithmic stability fair allocation indivisible goods among two agents"," propose notion algorithmic stability scenarios cardinal preferences elicited informally definition captures idea agent experience large change utility long make small innocuous mistakes reporting preferences study notion context fair efficient allocations indivisible goods among two agents show impossible achieve exact stability along even weak notion fairness even approximate efficiency result propose two relaxations stability namely approximatestability weakapproximatestability show existing algorithms fair division literature guarantee fair efficient outcomes perform poorly respect relaxations leads us explore possibility designing new algorithms stable towards end present general characterization result pairwise maximin share allocations turn use design algorithm approximatelystable guarantees pairwise maximin share pareto optimal allocation two agents finally present simple framework can used modify existing fair efficient algorithms order ensure also achieve weakapproximatestability "
180,"fairnessaware online personalization"," decision making crucial applications lending hiring college admissions witnessed increasing use algorithmic models techniques result confluence factors ubiquitous connectivity ability collect aggregate process large amounts finegrained data using cloud computing ease access applying sophisticated machine learning models quite often applications powered search recommendation systems turn make use personalized ranking algorithms time increasing awareness ethical legal challenges posed use datadriven systems researchers practitioners different disciplines recently highlighted potential systems discriminate certain population groups due biases datasets utilized learning underlying recommendation models present study fairness online personalization settings involving ranking individuals starting fair warmstart machinelearned model first demonstrate online personalization can cause model learn act unfair manner user biased hisher responses purpose construct stylized model generating training data potentially biased features well potentially biased labels quantify extent bias learned model user responds biased manner many realworld scenarios formulate problem learning personalized models fairness constraints present regularization based approach mitigating biases machine learning demonstrate efficacy approach extensive simulations different parameter settings code httpsgithubcomgroshanlalfairnessawareonlinepersonalization "
181,"predictability fairness social sensing"," many applications one may benefit collaborative collection data sensing physical phenomenon known social sensing show make social sensing predictable sense guaranteeing number queries per participant will independent initial state expectation even population participants varies time fair sense guaranteeing number queries per participant will equalised among participants expectation even population participants varies time use case consider large highdensity network participating parked vehicles awoken administrative centre network proceeds search moving missing entities interest using rfidbased techniques regulate number geographical distribution parked vehicles switched thus actively searching moving entity interest seek conserve vehicular energy consumption time maintaining good geographical coverage city moving entity interest likely located within acceptable time frame vehicle participants switched point time determined periodically use stochastic techniques illustrated example missing alzheimers patient melbourne australia "
182,"online task scheduling fog computing multiresource fairness"," fog computing systems one key challenge online task scheduling ie decide resource allocation tasks continuously generated end devices design challenging various uncertainties manifested fog computing systems eg tasks resource demands remain unknown actual arrivals recent works applied deep reinforcement learning drl techniques conduct online task scheduling improve various objectives however overlook multiresource fairness different tasks key achieving fair resource sharing among tasks general nontrivial achieve thusly still open problem design online task scheduling scheme multiresource fairness paper address challenges particularly leveraging drl techniques adopting idea dominant resource fairness drf propose fairts online task scheduling scheme learns directly experience effectively shorten average task slowdown ensuring multiresource fairness among tasks simulation results show fairts outperforms stateoftheart schemes ultralow task slowdown better resource fairness "
183,"machine learning fairness justice systems base rates false positives false negatives"," machine learning best practice statements proliferated lack consensus standards fairness standards particular little guidance fairness might achieved practice specifically fairness errors false negatives false positives can pose problem set weights make unavoidable tradeoffs judge models present different kinds errors across racial groups paper considers consequences higher rates false positives one racial group higher rates false negatives another racial group paper examines different errors justice settings can present problems machine learning applications limits computation resolving tradeoffs solutions might crafted courageous conversations leadership line workers stakeholders impacted communities "
184,"memory networks consumer protectionunfairness exposed"," recent work demonstrated datadriven ai methods can leverage consumer protection supporting automated analysis legal documents however shortcoming datadriven approaches poor explainability posit domain useful explanations classifier outcomes can provided resorting legal rationales thus consider several configurations memoryaugmented neural networks rationales given special role modeling context knowledge results show rationales contribute improve classification accuracy also able offer meaningful natural language explanations otherwise opaque classifier outcomes "
185,"lift scalable framework measuring fairness ml applications"," many internet applications powered machine learned models usually trained labeled datasets obtained either implicit explicit user feedback signals human judgments since societal biases may present generation datasets possible trained models biased thereby resulting potential discrimination harms disadvantaged groups motivated need understanding addressing algorithmic bias webscale ml systems limitations existing fairness toolkits present linkedin fairness toolkit lift framework scalable computation fairness metrics part large ml systems highlight key requirements deployed settings present design fairness measurement system discuss challenges encountered incorporating fairness tools practice lessons learned deployment linkedin finally provide open problems based practical experience "
186,"learning fair policies multiobjective deep reinforcement learning average discounted rewards"," operations autonomous systems generally affect simultaneously several users crucial designs account fairness considerations contrast standard deep reinforcement learning rl investigate problem learning policy treats users equitably paper formulate novel rl problem objective function encodes notion fairness formally define optimized problem provide theoretical discussion examine case discounted rewards average rewards analysis notably derive new result standard rl setting independent interest states novel bound approximation error respect optimal average reward policy optimal discounted reward since learning discounted rewards generally easier discussion justifies finding fair policy average reward learning fair policy discounted reward thus describe several classic deep rl algorithms can adapted fair optimization problem validate approach extensive experiments three different domains "
187,"improving fair predictions using variational inference causal models"," importance algorithmic fairness grows increasing impact machine learning peoples lives recent work fairness metrics shows need causal reasoning fairness constraints work practical method named fairtrade proposed creating flexible prediction models integrate fairness constraints sensitive causal paths method uses recent advances variational inference order account unobserved confounders method outline proposed uses causal mechanism estimates audit black box models experiments conducted simulated data real dataset context detecting unlawful social welfare research aims contribute machine learning techniques honour ethical legal boundaries "
188,"adversarial learning counterfactual fairness"," recent years fairness become important topic machine learning research community particular counterfactual fairness aims building prediction models ensure fairness individual level rather globally considering equity entire population idea imagine individual look like variation given attribute interest different gender race instance existing approaches rely variational autoencoding individuals using maximum mean discrepancy mmd penalization limit statistical dependence inferred representations corresponding sensitive attributes enables simulation counterfactual samples used training target fair model goal produce similar outcomes every alternate version individual work propose rely adversarial neural learning approach enables powerful inference mmd penalties particularly better fitted continuous setting values sensitive attributes exhaustively enumerated experiments show significant improvements term counterfactual fairness discrete continuous settings "
189,"fairxgboost fairnessaware classification xgboost"," highly regulated domains finance long favoured use machine learning algorithms scalable transparent robust yield better performance one prominent examples algorithm xgboost meanwhile also growing interest building fair unbiased models regulated domains numerous biasmitigation algorithms proposed end however biasmitigation methods restricted specific model families logistic regression support vector machine models thus leaving modelers difficult decision choosing fairness biasmitigation algorithms scalability transparency performance algorithms xgboost aim leverage best worlds proposing fair variant xgboost enjoys advantages xgboost also matching levels fairness stateoftheart biasmitigation algorithms furthermore proposed solution requires little terms changes original xgboost library thus making easy adoption provide empirical analysis proposed method standard benchmark datasets used fairness community "
190,"fairness eyes data certifying machinelearning models"," present framework allows certify fairness degree model based interactive privacypreserving test framework verifies trained model regardless training process architecture thus allows us evaluate deep learning model multiple fairness definitions empirically tackle two scenarios either test data privately available tester publicly known advance even model creator investigate soundness proposed approach using theoretical analysis present statistical guarantees interactive test finally provide cryptographic technique automate fairness testing certified inference blackbox access model hand hiding participants sensitive data "
191," general framework fairness multistakeholder recommendations"," contemporary recommender systems act intermediaries multisided platforms serving high utility recommendations sellers buyers systems attempt balance objectives multiple stakeholders including sellers buyers platform difficulty providing recommendations maximize utility buyer simultaneously representing sellers platform lead many interesting research problemstraditionally formulated integer linear programs compute recommendations buyers together emphoffline fashion incorporating coverage constraints individual sellers proportionally represented across recommended items approaches can lead unforeseen biases wherein certain buyers consistently receive low utility recommendations order meet global seller coverage constraints remedy situation propose general formulation incorporates seller coverage objectives alongside individual buyer objectives realtime personalized recommender system addition leverage highly scalable submodular optimization algorithms provide recommendations buyer provable theoretical quality bounds furthermore empirically evaluate efficacy approach using data online realestate marketplace "
192," winner dynamic lotteries multigroup fairnessaware recommendation"," recommender systems designed deployed increasing number sociallyconsequential applications become important consider properties fairness systems exhibit considerable research recommendation fairness however argue previous literature based simple uniform often unidimensional notions fairness assumptions recognize realworld complexities fairnessaware applications paper explicitly represent design decisions enter tradeoff accuracy fairness across multiplydefined intersecting protected groups supporting multiple fairness metrics framework also allows recommender adjust performance based historical view recommendations delivered time horizon dynamically rebalancing fairness concerns within framework formulate lotterybased mechanisms choosing fairness concerns demonstrate performance two recommendation domains "
193," identification fair auditors evaluate recommender systems based novel noncomparative fairness notion"," decisionsupport systems information systems offer support peoples decisions various applications judiciary realestate banking sectors lately support systems found discriminatory context many practical deployments attempt evaluate mitigate biases algorithmic fairness literature nurtured using notions comparative justice relies primarily comparing twomore individuals groups within society supported systems however fairness notion useful identification fair auditors hired evaluate latent biases within decisionsupport systems solution introduce paradigm shift algorithmic fairness via proposing new fairness notion based principle noncomparative justice assuming auditor makes fairness evaluations based potentially unknown desired properties decisionsupport system proposed fairness notion compares systems outcome auditors desired outcome show proposed fairness notion also provides guarantees terms comparative fairness notions proving system can deemed fair perspective comparative fairness eg individual fairness statistical parity noncomparatively fair respect auditor deemed fair respect fairness notions also show converse holds true context individual fairness brief discussion also presented regarding fairness notion can used identify fair reliable auditors can use quantify biases decisionsupport systems "
194,"addressing fairness classification modelagnostic multiobjective algorithm"," goal fairness classification learn classifier discriminate groups individuals based sensitive attributes race gender one approach designing fair algorithms use relaxations fairness notions regularization terms constrained optimization problem observe hyperbolic tangent function can approximate indicator function leverage property define differentiable relaxation approximates fairness notions provably better existing relaxations addition propose modelagnostic multiobjective architecture can simultaneously optimize multiple fairness notions multiple sensitive attributes supports statistical paritybased notions fairness use relaxation multiobjective architecture learn fair classifiers experiments public datasets show method suffers significantly lower loss accuracy current debiasing algorithms relative unconstrained model "
195," fairness fake data legal ai"," economics smaller budgets larger case numbers necessitates use ai legal proceedings examine concept disparate impact biases training data lead search fairer ai paper seeks begin discourse implementation actually look like criticism preprocessing methods legal context outline preprocessing used correct biased data examine legal implications effectively changing cases order achieve fairer outcome including black box problem slow encroachment legal precedent finally present recommendations avoid pitfalls preprocessed data methods either modify classifier correct output final step "
196,"fairness matters datadriven framework towards fair high performing facial recognition systems"," facial recognition technologies widely used governmental industrial applications together advancements deep learning dl humancentric tasks accurate age prediction based face images become feasible however issue fairness predicting age different ethnicity gender remains open problem policing systems use age estimate likelihood someone commit crime younger suspects tend likely involved unfair age prediction may lead unfair treatment humans crime prevention also marketing identity acquisition authentication therefore work follows two parts first empirical study conducted evaluating performance fairness stateoftheart systems age prediction including baseline recent works academia main industrial service providers amazon aws microsoft azure building findings present novel approach mitigate unfairness enhance performance using distributionaware dataset curation augmentation distributionawareness based outofdistribution detection utilized validate equal diverse dl system behavior towards eg ethnicity gender total train dnn models utilize one million data points assess performance fairness stateoftheart face recognition algorithms demonstrate improvement mean absolute age prediction error years fold increase fairness towards ethnicity compared related work utilizing presented methodology able outperform leading industry players amazon aws microsoft azure fairness age prediction accuracy provide necessary guidelines assess quality enhance face recognition systems based dl techniques "
197,"active fairness instead unawareness"," possible risk ai systems promote discrimination reproducing enforcing unwanted bias data broadly discussed research society many current legal standards demand remove sensitive attributes data order achieve fairness unawareness argue approach obsolete era big data large datasets highly correlated attributes common contrary propose active use sensitive attributes purpose observing controlling kind discrimination thus leading fair results "
198,"neither private fair impact data imbalance utility fairness differential privacy"," deployment deep learning different fields industries growing day day due performance relies availability data compute data often crowdsourced contains sensitive information contributors leaks models trained achieve rigorous privacy guarantees differentially private training mechanisms used however recently shown differential privacy can exacerbate existing biases data disparate impacts accuracy different subgroups data paper aim study effects within differentially private deep learning specifically aim study different levels imbalance data affect accuracy fairness decisions made model given different levels privacy demonstrate even small imbalances loose privacy guarantees can cause disparate impacts "
199,"justicia stochastic sat approach formally verify fairness"," technology ml oblivious societal good bad thus field fair machine learning stepped propose multiple mathematical definitions algorithms systems ensure different notions fairness ml applications given multitude propositions become imperative formally verify fairness metrics satisfied different algorithms different datasets paper propose textitstochastic satisfiability ssat framework justicia formally verifies different fairness measures supervised learning algorithms respect underlying data distribution instantiate justicia multiple classification bias mitigation algorithms datasets verify different fairness metrics disparate impact statistical parity equalized odds justicia scalable accurate operates nonboolean compound sensitive attributes unlike existing distributionbased verifiers fairsquare verifair distributionbased design justicia robust verifiers aif operate specific test samples also theoretically bound finitesample error verified fairness measure "
200,"group fairness probabilistic modeling latent fair decisions"," machine learning systems increasingly used make impactful decisions loan applications criminal justice risk assessments ensuring fairness systems critical often challenging labels data biased paper studies learning fair probability distributions biased data explicitly modeling latent variable represents hidden unbiased label particular aim achieve demographic parity enforcing certain independencies learned model also show group fairness guarantees meaningful distribution used provide guarantees indeed captures realworld data order closely model data distribution employ probabilistic circuits expressive tractable probabilistic model propose algorithm learn incomplete data evaluate approach synthetic dataset observed labels indeed come fair labels added bias demonstrate fair labels successfully retrieved moreover show realworld datasets approach better model existing methods data generated also achieves competitive accuracy "
201,"understanding fairness gender classification algorithms across genderrace groups"," automated gender classification important applications many domains demographic research law enforcement online advertising well humancomputer interaction recent research questioned fairness technology across gender race specifically majority studies raised concern higher error rates facebased gender classification system darkerskinned people like africanamerican women however date majority existing studies limited africanamerican caucasian aim paper investigate differential performance gender classification algorithms across genderrace groups aim investigate impact architectural differences deep learning algorithms b training set imbalance potential source bias causing differential performance across gender race experimental investigations conducted two latest largescale publicly available facial attribute datasets namely utkface fairface experimental results suggested algorithms architectural differences varied performance consistency towards specific genderrace groups instance algorithms used black females black race general always obtained least accuracy rates middle eastern males latino females obtained higher accuracy rates time training set imbalance widens gap unequal accuracy rates across genderrace groups investigations using facial landmarks suggested facial morphological differences due bone structure influenced genetic environmental factors cause least performance black females black race general "
