,id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
1198391,1910.14472,Zongqing Lu,Jiechuan Jiang and Zongqing Lu,Learning Fairness in Multi-Agent Systems,NeurIPS'19,,,,cs.LG cs.AI cs.MA stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Fairness is essential for human society, contributing to stability and
productivity. Similarly, fairness is also the key for many multi-agent systems.
Taking fairness into multi-agent learning could help multi-agent systems become
both efficient and stable. However, learning efficiency and fairness
simultaneously is a complex, multi-objective, joint-policy optimization. To
tackle these difficulties, we propose FEN, a novel hierarchical reinforcement
learning model. We first decompose fairness for each agent and propose
fair-efficient reward that each agent learns its own policy to optimize. To
avoid multi-objective conflict, we design a hierarchy consisting of a
controller and several sub-policies, where the controller maximizes the
fair-efficient reward by switching among the sub-policies that provides diverse
behaviors to interact with the environment. FEN can be trained in a fully
decentralized way, making it easy to be deployed in real-world applications.
Empirically, we show that FEN easily learns both fairness and efficiency and
significantly outperforms baselines in a variety of multi-agent scenarios.
","[{'version': 'v1', 'created': 'Thu, 31 Oct 2019 13:59:37 GMT'}]",2019-11-01,"[['Jiang', 'Jiechuan', ''], ['Lu', 'Zongqing', '']]"
1200062,1911.01468,Viktoriia Oliinyk,"Giulio Morina, Viktoriia Oliinyk, Julian Waton, Ines Marusic and
  Konstantinos Georgatzis","Auditing and Achieving Intersectional Fairness in Classification
  Problems",,,,,cs.LG cs.AI cs.CY stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Machine learning algorithms are extensively used to make increasingly more
consequential decisions about people, so achieving optimal predictive
performance can no longer be the only focus. A particularly important
consideration is fairness with respect to race, gender, or any other sensitive
attribute. This paper studies intersectional fairness, where intersections of
multiple sensitive attributes are considered. Prior research has mainly focused
on fairness with respect to a single sensitive attribute, with intersectional
fairness being comparatively less studied despite its critical importance for
the safety of modern machine learning systems. We present a comprehensive
framework for auditing and achieving intersectional fairness in classification
problems: we define a suite of metrics to assess intersectional fairness in the
data or model outputs by extending known single-attribute fairness metrics, and
propose methods for robustly estimating them even when some intersectional
subgroups are underrepresented. Furthermore, we develop post-processing
techniques to mitigate any detected intersectional bias in a classification
model. Our techniques do not rely on any assumptions regarding the underlying
model and preserve predictive performance at a guaranteed level of fairness.
Finally, we give guidance on a practical implementation, showing how the
proposed methods perform on a real-world dataset.
","[{'version': 'v1', 'created': 'Mon, 4 Nov 2019 19:55:23 GMT'}, {'version': 'v2', 'created': 'Mon, 8 Jun 2020 16:41:23 GMT'}]",2020-06-09,"[['Morina', 'Giulio', ''], ['Oliinyk', 'Viktoriia', ''], ['Waton', 'Julian', ''], ['Marusic', 'Ines', ''], ['Georgatzis', 'Konstantinos', '']]"
1201614,1911.0302,Hoda Heidari,"Mohammad Yaghini, Hoda Heidari, and Andreas Krause","A Human-in-the-loop Framework to Construct Context-dependent
  Mathematical Formulations of Fairness",,,,,cs.AI cs.CY,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Despite the recent surge of interest in designing and guaranteeing
mathematical formulations of fairness, virtually all existing notions of
algorithmic fairness fail to be adaptable to the intricacies and nuances of the
decision-making context at hand. We argue that capturing such factors is an
inherently human task, as it requires knowledge of the social background in
which machine learning tools impact real people's outcomes and a deep
understanding of the ramifications of automated decisions for decision subjects
and society. In this work, we present a framework to construct a
context-dependent mathematical formulation of fairness utilizing people's
judgment of fairness. We utilize the theoretical model of Heidari et al.
(2019)---which shows that most existing formulations of algorithmic fairness
are special cases of economic models of Equality of Opportunity (EOP)---and
present a practical human-in-the-loop approach to pinpoint the fairness notion
in the EOP family that best captures people's perception of fairness in the
given context. To illustrate our framework, we run human-subject experiments
designed to learn the parameters of Heidari et al.'s EOP model (including
circumstance, desert, and utility) in a hypothetical recidivism decision-making
scenario. Our work takes an initial step toward democratizing the formulation
of fairness and utilizing human-judgment to tackle a fundamental shortcoming of
automated decision-making systems: that the machine on its own is incapable of
understanding and processing the human aspects and social context of its
decisions.
","[{'version': 'v1', 'created': 'Fri, 8 Nov 2019 03:41:03 GMT'}]",2019-11-11,"[['Yaghini', 'Mohammad', ''], ['Heidari', 'Hoda', ''], ['Krause', 'Andreas', '']]"
1203523,1911.04929,Boris Ruf,"Vincent Grari, Boris Ruf, Sylvain Lamprier, Marcin Detyniecki",Fairness-Aware Neural R\'eyni Minimization for Continuous Features,,,,,cs.LG cs.AI cs.CY stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The past few years have seen a dramatic rise of academic and societal
interest in fair machine learning. While plenty of fair algorithms have been
proposed recently to tackle this challenge for discrete variables, only a few
ideas exist for continuous ones. The objective in this paper is to ensure some
independence level between the outputs of regression models and any given
continuous sensitive variables. For this purpose, we use the
Hirschfeld-Gebelein-R\'enyi (HGR) maximal correlation coefficient as a fairness
metric. We propose two approaches to minimize the HGR coefficient. First, by
reducing an upper bound of the HGR with a neural network estimation of the
$\chi^{2}$ divergence. Second, by minimizing the HGR directly with an
adversarial neural network architecture. The idea is to predict the output Y
while minimizing the ability of an adversarial neural network to find the
estimated transformations which are required to predict the HGR coefficient. We
empirically assess and compare our approaches and demonstrate significant
improvements on previously presented work in the field.
","[{'version': 'v1', 'created': 'Tue, 12 Nov 2019 15:20:29 GMT'}]",2019-11-13,"[['Grari', 'Vincent', ''], ['Ruf', 'Boris', ''], ['Lamprier', 'Sylvain', ''], ['Detyniecki', 'Marcin', '']]"
1203963,1911.05369,Boris Ruf,"Vincent Grari, Boris Ruf, Sylvain Lamprier, Marcin Detyniecki",Fair Adversarial Gradient Tree Boosting,,,,,cs.LG cs.AI cs.CY stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Fair classification has become an important topic in machine learning
research. While most bias mitigation strategies focus on neural networks, we
noticed a lack of work on fair classifiers based on decision trees even though
they have proven very efficient. In an up-to-date comparison of
state-of-the-art classification algorithms in tabular data, tree boosting
outperforms deep learning. For this reason, we have developed a novel approach
of adversarial gradient tree boosting. The objective of the algorithm is to
predict the output $Y$ with gradient tree boosting while minimizing the ability
of an adversarial neural network to predict the sensitive attribute $S$. The
approach incorporates at each iteration the gradient of the neural network
directly in the gradient tree boosting. We empirically assess our approach on 4
popular data sets and compare against state-of-the-art algorithms. The results
show that our algorithm achieves a higher accuracy while obtaining the same
level of fairness, as measured using a set of different common fairness
definitions.
","[{'version': 'v1', 'created': 'Wed, 13 Nov 2019 09:43:55 GMT'}, {'version': 'v2', 'created': 'Mon, 18 Nov 2019 10:28:37 GMT'}]",2019-11-19,"[['Grari', 'Vincent', ''], ['Ruf', 'Boris', ''], ['Lamprier', 'Sylvain', ''], ['Detyniecki', 'Marcin', '']]"
1205279,1911.06685,Drago Plecko,"Drago Ple\v{c}ko, Nicolai Meinshausen",Fair Data Adaptation with Quantile Preservation,,,,,stat.ML cs.AI cs.LG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Fairness of classification and regression has received much attention
recently and various, partially non-compatible, criteria have been proposed.
The fairness criteria can be enforced for a given classifier or, alternatively,
the data can be adapated to ensure that every classifier trained on the data
will adhere to desired fairness criteria. We present a practical data adaption
method based on quantile preservation in causal structural equation models. The
data adaptation is based on a presumed counterfactual model for the data. While
the counterfactual model itself cannot be verified experimentally, we show that
certain population notions of fairness are still guaranteed even if the
counterfactual model is misspecified. The precise nature of the fulfilled
non-causal fairness notion (such as demographic parity, separation or
sufficiency) depends on the structure of the underlying causal model and the
choice of resolving variables. We describe an implementation of the proposed
data adaptation procedure based on Random Forests and demonstrate its practical
use on simulated and real-world data.
","[{'version': 'v1', 'created': 'Fri, 15 Nov 2019 15:16:24 GMT'}]",2019-11-18,"[['Plečko', 'Drago', ''], ['Meinshausen', 'Nicolai', '']]"
1206886,1911.0829199999998,Xintao Wu,"Wen Huang, Yongkai Wu, Lu Zhang, Xintao Wu",Fairness through Equality of Effort,,,,,cs.CY cs.AI,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Fair machine learning is receiving an increasing attention in machine
learning fields. Researchers in fair learning have developed correlation or
association-based measures such as demographic disparity, mistreatment
disparity, calibration, causal-based measures such as total effect, direct and
indirect discrimination, and counterfactual fairness, and fairness notions such
as equality of opportunity and equal odds that consider both decisions in the
training data and decisions made by predictive models. In this paper, we
develop a new causal-based fairness notation, called equality of effort.
Different from existing fairness notions which mainly focus on discovering the
disparity of decisions between two groups of individuals, the proposed equality
of effort notation helps answer questions like to what extend a legitimate
variable should change to make a particular individual achieve a certain
outcome level and addresses the concerns whether the efforts made to achieve
the same outcome level for individuals from the protected group and that from
the unprotected group are different. We develop algorithms for determining
whether an individual or a group of individuals is discriminated in terms of
equality of effort. We also develop an optimization-based method for removing
discriminatory effects from the data if discrimination is detected. We conduct
empirical evaluations to compare the equality of effort and existing fairness
notion and show the effectiveness of our proposed algorithms.
","[{'version': 'v1', 'created': 'Mon, 11 Nov 2019 18:49:45 GMT'}]",2019-11-20,"[['Huang', 'Wen', ''], ['Wu', 'Yongkai', ''], ['Zhang', 'Lu', ''], ['Wu', 'Xintao', '']]"
1208082,1911.09488,Toby Walsh,Martin Aleksandrov and Toby Walsh,Online Fair Division: A Survey,"Accepted by the 34th AAAI Conference on Artificial Intelligence (AAAI
  2020)",,,,cs.AI cs.GT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We survey a burgeoning and promising new research area that considers the
online nature of many practical fair division problems. We identify wide
variety of such online fair division problems, as well as discuss new
mechanisms and normative properties that apply to this online setting. The
online nature of such fair division problems provides both opportunities and
challenges such as the possibility to develop new online mechanisms as well as
the difficulty of dealing with an uncertain future.
","[{'version': 'v1', 'created': 'Thu, 21 Nov 2019 14:30:34 GMT'}]",2019-11-22,"[['Aleksandrov', 'Martin', ''], ['Walsh', 'Toby', '']]"
1208125,1911.0953100000002,Joao Moreira,"Remzi Celebi, Joao Rebelo Moreira, Ahmed A. Hassan, Sandeep Ayyar,
  Lars Ridder, Tobias Kuhn, and Michel Dumontier",Towards FAIR protocols and workflows: The OpenPREDICT case study,"Preprint. Submitted to PeerJ on 13th November 2019. 3 appendixes as
  PDF files",,,,cs.LG cs.AI,http://creativecommons.org/licenses/by/4.0/,"  It is essential for the advancement of science that scientists and
researchers share, reuse and reproduce workflows and protocols used by others.
The FAIR principles are a set of guidelines that aim to maximize the value and
usefulness of research data, and emphasize a number of important points
regarding the means by which digital objects are found and reused by others.
The question of how to apply these principles not just to the static input and
output data but also to the dynamic workflows and protocols that consume and
produce them is still under debate and poses a number of challenges. In this
paper we describe our inclusive and overarching approach to apply the FAIR
principles to workflows and protocols and demonstrate its benefits. We apply
and evaluate our approach on a case study that consists of making the PREDICT
workflow, a highly cited drug repurposing workflow, open and FAIR. This
includes FAIRification of the involved datasets, as well as applying semantic
technologies to represent and store data about the detailed versions of the
general protocol, of the concrete workflow instructions, and of their execution
traces. A semantic model was proposed to better address these specific
requirements and were evaluated by answering competency questions. This
semantic model consists of classes and relations from a number of existing
ontologies, including Workflow4ever, PROV, EDAM, and BPMN. This allowed us then
to formulate and answer new kinds of competency questions. Our evaluation shows
the high degree to which our FAIRified OpenPREDICT workflow now adheres to the
FAIR principles and the practicality and usefulness of being able to answer our
new competency questions.
","[{'version': 'v1', 'created': 'Wed, 20 Nov 2019 08:53:57 GMT'}]",2019-11-22,"[['Celebi', 'Remzi', ''], ['Moreira', 'Joao Rebelo', ''], ['Hassan', 'Ahmed A.', ''], ['Ayyar', 'Sandeep', ''], ['Ridder', 'Lars', ''], ['Kuhn', 'Tobias', ''], ['Dumontier', 'Michel', '']]"
1209599,1911.11005,Martin Aleksandrov D,Martin Aleksandrov and Toby Walsh,Greedy Algorithms for Fair Division of Mixed Manna,21 pages,,,,cs.AI cs.GT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We consider a multi-agent model for fair division of mixed manna (i.e. items
for which agents can have positive, zero or negative utilities), in which
agents have additive utilities for bundles of items. For this model, we give
several general impossibility results and special possibility results for three
common fairness concepts (i.e. EF1, EFX, EFX3) and one popular efficiency
concept (i.e. PO). We also study how these interact with common welfare
objectives such as the Nash, disutility Nash and egalitarian welfares. For
example, we show that maximizing the Nash welfare with mixed manna (or
minimizing the disutility Nash welfare) does not ensure an EF1 allocation
whereas with goods and the Nash welfare it does. We also prove that an EFX3
allocation may not exist even with identical utilities. By comparison, with
tertiary utilities, EFX and PO allocations, or EFX3 and PO allocations always
exist. Also, with identical utilities, EFX and PO allocations always exist. For
these cases, we give polynomial-time algorithms, returning such allocations and
approximating further the Nash, disutility Nash and egalitarian welfares in
special cases.
","[{'version': 'v1', 'created': 'Mon, 25 Nov 2019 15:52:28 GMT'}, {'version': 'v2', 'created': 'Tue, 17 Dec 2019 16:53:34 GMT'}]",2019-12-18,"[['Aleksandrov', 'Martin', ''], ['Walsh', 'Toby', '']]"
1209647,1911.1105300000002,Nicolas Maudet,"Parham Shams and Aur\'elie Beynier and Sylvain Bouveret and Nicolas
  Maudet",Fair in the Eyes of Others,,,,,cs.AI cs.MA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Envy-freeness is a widely studied notion in resource allocation, capturing
some aspects of fairness. The notion of envy being inherently subjective
though, it might be the case that an agent envies another agent, but that she
objectively has no reason to do so. The difficulty here is to define the notion
of objectivity, since no ground-truth can properly serve as a basis of this
definition. A natural approach is to consider the judgement of the other agents
as a proxy for objectivity. Building on previous work by Parijs (who introduced
""unanimous envy"") we propose the notion of approval envy: an agent $a_i$
experiences approval envy towards $a_j$ if she is envious of $a_j$, and
sufficiently many agents agree that this should be the case, from their own
perspectives. Some interesting properties of this notion are put forward.
Computing the minimal threshold guaranteeing approval envy clearly inherits
well-known intractable results from envy-freeness, but (i) we identify some
tractable cases such as house allocation; and (ii) we provide a general method
based on a mixed integer programming encoding of the problem, which proves to
be efficient in practice. This allows us in particular to show experimentally
that existence of such allocations, with a rather small threshold, is very
often observed.
","[{'version': 'v1', 'created': 'Mon, 25 Nov 2019 17:05:27 GMT'}]",2019-11-26,"[['Shams', 'Parham', ''], ['Beynier', 'Aurélie', ''], ['Bouveret', 'Sylvain', ''], ['Maudet', 'Nicolas', '']]"
1210720,1911.1212600000001,Xiangxiang Chu,Xiangxiang Chu and Tianbao Zhou and Bo Zhang and Jixiang Li,"Fair DARTS: Eliminating Unfair Advantages in Differentiable Architecture
  Search","Accepted to ECCV 2020, camera ready version",,,,cs.LG cs.AI cs.CV stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Differentiable Architecture Search (DARTS) is now a widely disseminated
weight-sharing neural architecture search method. However, it suffers from
well-known performance collapse due to an inevitable aggregation of skip
connections. In this paper, we first disclose that its root cause lies in an
unfair advantage in exclusive competition. Through experiments, we show that if
either of two conditions is broken, the collapse disappears. Thereby, we
present a novel approach called Fair DARTS where the exclusive competition is
relaxed to be collaborative. Specifically, we let each operation's
architectural weight be independent of others. Yet there is still an important
issue of discretization discrepancy. We then propose a zero-one loss to push
architectural weights towards zero or one, which approximates an expected
multi-hot solution. Our experiments are performed on two mainstream search
spaces, and we derive new state-of-the-art results on CIFAR-10 and ImageNet.
Our code is available on https://github.com/xiaomi-automl/fairdarts .
","[{'version': 'v1', 'created': 'Wed, 27 Nov 2019 13:10:25 GMT'}, {'version': 'v2', 'created': 'Tue, 10 Mar 2020 11:31:52 GMT'}, {'version': 'v3', 'created': 'Wed, 15 Jul 2020 02:37:59 GMT'}, {'version': 'v4', 'created': 'Thu, 16 Jul 2020 01:16:52 GMT'}]",2020-07-17,"[['Chu', 'Xiangxiang', ''], ['Zhou', 'Tianbao', ''], ['Zhang', 'Bo', ''], ['Li', 'Jixiang', '']]"
1212657,1912.00761,Alice Xiang,Alice Xiang and Inioluwa Deborah Raji,On the Legal Compatibility of Fairness Definitions,"6 pages, Workshop on Human-Centric Machine Learning at the 33rd
  Conference on Neural Information Processing Systems (NeurIPS 2019)",,,,cs.CY cs.AI cs.LG stat.ML,http://creativecommons.org/licenses/by/4.0/,"  Past literature has been effective in demonstrating ideological gaps in
machine learning (ML) fairness definitions when considering their use in
complex socio-technical systems. However, we go further to demonstrate that
these definitions often misunderstand the legal concepts from which they
purport to be inspired, and consequently inappropriately co-opt legal language.
In this paper, we demonstrate examples of this misalignment and discuss the
differences in ML terminology and their legal counterparts, as well as what
both the legal and ML fairness communities can learn from these tensions. We
focus this paper on U.S. anti-discrimination law since the ML fairness research
community regularly references terms from this body of law.
","[{'version': 'v1', 'created': 'Mon, 25 Nov 2019 21:28:46 GMT'}]",2019-12-03,"[['Xiang', 'Alice', ''], ['Raji', 'Inioluwa Deborah', '']]"
1212990,1912.01094,Kevin Matthew Stangl,"Avrim Blum, Kevin Stangl",Recovering from Biased Data: Can Fairness Constraints Improve Accuracy?,,,,,cs.LG cs.AI stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Multiple fairness constraints have been proposed in the literature, motivated
by a range of concerns about how demographic groups might be treated unfairly
by machine learning classifiers. In this work we consider a different
motivation; learning from biased training data. We posit several ways in which
training data may be biased, including having a more noisy or negatively biased
labeling process on members of a disadvantaged group, or a decreased prevalence
of positive or negative examples from the disadvantaged group, or both.
  Given such biased training data, Empirical Risk Minimization (ERM) may
produce a classifier that not only is biased but also has suboptimal accuracy
on the true data distribution. We examine the ability of fairness-constrained
ERM to correct this problem. In particular, we find that the Equal Opportunity
fairness constraint (Hardt, Price, and Srebro 2016) combined with ERM will
provably recover the Bayes Optimal Classifier under a range of bias models. We
also consider other recovery methods including reweighting the training data,
Equalized Odds, and Demographic Parity. These theoretical results provide
additional motivation for considering fairness interventions even if an actor
cares primarily about accuracy.
","[{'version': 'v1', 'created': 'Mon, 2 Dec 2019 22:00:14 GMT'}]",2019-12-04,"[['Blum', 'Avrim', ''], ['Stangl', 'Kevin', '']]"
1215698,1912.03802,Candice Schumann,"Candice Schumann, Zhi Lang, Nicholas Mattei, John P. Dickerson",Group Fairness in Bandit Arm Selection,,,,,cs.LG cs.AI stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We propose a novel formulation of group fairness in the contextual
multi-armed bandit (CMAB) setting. In the CMAB setting a sequential decision
maker must at each time step choose an arm to pull from a finite set of arms
after observing some context for each of the potential arm pulls. In our model
arms are partitioned into two or more sensitive groups based on some protected
feature (e.g., age, race, or socio-economic status). Despite the fact that
there may be differences in expected payout between the groups, we may wish to
ensure some form of fairness between picking arms from the various groups. In
this work we explore two definitions of fairness: equal group probability,
wherein the probability of pulling an arm from any of the protected groups is
the same; and proportional parity, wherein the probability of choosing an arm
from a particular group is proportional to the size of that group. We provide a
novel algorithm that can accommodate these notions of fairness for an arbitrary
number of groups, and provide bounds on the regret for our algorithm. We then
validate our algorithm using synthetic data as well as two real-world datasets
for intervention settings wherein we want to allocate resources fairly across
protected groups.
","[{'version': 'v1', 'created': 'Mon, 9 Dec 2019 01:02:35 GMT'}, {'version': 'v2', 'created': 'Tue, 18 Feb 2020 17:26:41 GMT'}]",2020-02-19,"[['Schumann', 'Candice', ''], ['Lang', 'Zhi', ''], ['Mattei', 'Nicholas', ''], ['Dickerson', 'John P.', '']]"
1219700,1912.0780399999999,Shufang Zhu,"Shufang Zhu, Giuseppe De Giacomo, Geguang Pu, Moshe Vardi",LTLf Synthesis with Fairness and Stability Assumptions,,,,,cs.AI cs.FL cs.GT cs.LO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In synthesis, assumptions are constraints on the environment that rule out
certain environment behaviors. A key observation here is that even if we
consider systems with LTLf goals on finite traces, environment assumptions need
to be expressed over infinite traces, since accomplishing the agent goals may
require an unbounded number of environment action. To solve synthesis with
respect to finite-trace LTLf goals under infinite-trace assumptions, we could
reduce the problem to LTL synthesis. Unfortunately, while synthesis in LTLf and
in LTL have the same worst-case complexity (both 2EXPTIME-complete), the
algorithms available for LTL synthesis are much more difficult in practice than
those for LTLf synthesis. In this work we show that in interesting cases we can
avoid such a detour to LTL synthesis and keep the simplicity of LTLf synthesis.
Specifically, we develop a BDD-based fixpoint-based technique for handling
basic forms of fairness and of stability assumptions. We show, empirically,
that this technique performs much better than standard LTL synthesis.
","[{'version': 'v1', 'created': 'Tue, 17 Dec 2019 03:44:39 GMT'}]",2019-12-18,"[['Zhu', 'Shufang', ''], ['De Giacomo', 'Giuseppe', ''], ['Pu', 'Geguang', ''], ['Vardi', 'Moshe', '']]"
1219951,1912.08055,Heramb Nemlekar,"Yifang Chen, Alex Cuellar, Haipeng Luo, Jignesh Modi, Heramb Nemlekar
  and Stefanos Nikolaidis",Fair Contextual Multi-Armed Bandits: Theory and Experiments,"9 pages, 9 figures",,,,cs.LG cs.AI stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  When an AI system interacts with multiple users, it frequently needs to make
allocation decisions. For instance, a virtual agent decides whom to pay
attention to in a group setting, or a factory robot selects a worker to deliver
a part. Demonstrating fairness in decision making is essential for such systems
to be broadly accepted. We introduce a Multi-Armed Bandit algorithm with
fairness constraints, where fairness is defined as a minimum rate that a task
or a resource is assigned to a user. The proposed algorithm uses contextual
information about the users and the task and makes no assumptions on how the
losses capturing the performance of different users are generated. We provide
theoretical guarantees of performance and empirical results from simulation and
an online user study. The results highlight the benefit of accounting for
contexts in fair decision making, especially when users perform better at some
contexts and worse at others.
","[{'version': 'v1', 'created': 'Fri, 13 Dec 2019 22:25:34 GMT'}]",2019-12-18,"[['Chen', 'Yifang', ''], ['Cuellar', 'Alex', ''], ['Luo', 'Haipeng', ''], ['Modi', 'Jignesh', ''], ['Nemlekar', 'Heramb', ''], ['Nikolaidis', 'Stefanos', '']]"
1220284,1912.0838800000001,Vedant Nanda,"Vedant Nanda and Pan Xu and Karthik Abinav Sankararaman and John P.
  Dickerson and Aravind Srinivasan","Balancing the Tradeoff between Profit and Fairness in Rideshare
  Platforms During High-Demand Hours","8 pages, 4 figures, Accepted at AAAI 2020 & AIES (Oral) 2020",,,,cs.AI cs.CY,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Rideshare platforms, when assigning requests to drivers, tend to maximize
profit for the system and/or minimize waiting time for riders. Such platforms
can exacerbate biases that drivers may have over certain types of requests. We
consider the case of peak hours when the demand for rides is more than the
supply of drivers. Drivers are well aware of their advantage during the peak
hours and can choose to be selective about which rides to accept. Moreover, if
in such a scenario, the assignment of requests to drivers (by the platform) is
made only to maximize profit and/or minimize wait time for riders, requests of
a certain type (e.g. from a non-popular pickup location, or to a non-popular
drop-off location) might never be assigned to a driver. Such a system can be
highly unfair to riders. However, increasing fairness might come at a cost of
the overall profit made by the rideshare platform. To balance these conflicting
goals, we present a flexible, non-adaptive algorithm, \lpalg, that allows the
platform designer to control the profit and fairness of the system via
parameters $\alpha$ and $\beta$ respectively. We model the matching problem as
an online bipartite matching where the set of drivers is offline and requests
arrive online. Upon the arrival of a request, we use \lpalg to assign it to a
driver (the driver might then choose to accept or reject it) or reject the
request. We formalize the measures of profit and fairness in our setting and
show that by using \lpalg, the competitive ratios for profit and fairness
measures would be no worse than $\alpha/e$ and $\beta/e$ respectively.
Extensive experimental results on both real-world and synthetic datasets
confirm the validity of our theoretical lower bounds. Additionally, they show
that $\lpalg$ under some choice of $(\alpha, \beta)$ can beat two natural
heuristics, Greedy and Uniform, on \emph{both} fairness and profit.
","[{'version': 'v1', 'created': 'Wed, 18 Dec 2019 05:39:11 GMT'}, {'version': 'v2', 'created': 'Mon, 7 Sep 2020 01:41:53 GMT'}]",2020-09-08,"[['Nanda', 'Vedant', ''], ['Xu', 'Pan', ''], ['Sankararaman', 'Karthik Abinav', ''], ['Dickerson', 'John P.', ''], ['Srinivasan', 'Aravind', '']]"
1223099,1912.11203,Sasha Rubin,Benjamin Aminof and Giuseppe De Giacomo and Sasha Rubin,"Stochastic Fairness and Language-Theoretic Fairness in Planning on
  Nondeterministic Domains",,,,,cs.AI cs.FL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We address two central notions of fairness in the literature of planning on
nondeterministic fully observable domains. The first, which we call stochastic
fairness, is classical, and assumes an environment which operates
probabilistically using possibly unknown probabilities. The second, which is
language-theoretic, assumes that if an action is taken from a given state
infinitely often then all its possible outcomes should appear infinitely often
(we call this state-action fairness). While the two notions coincide for
standard reachability goals, they diverge for temporally extended goals. This
important difference has been overlooked in the planning literature, and we
argue has led to confusion in a number of published algorithms which use
reductions that were stated for state-action fairness, for which they are
incorrect, while being correct for stochastic fairness. We remedy this and
provide an optimal sound and complete algorithm for solving state-action fair
planning for LTL/LTLf goals, as well as a correct proof of the lower bound of
the goal-complexity (our proof is general enough that it provides new proofs
also for the no-fairness and stochastic-fairness cases). Overall, we show that
stochastic fairness is better behaved than state-action fairness.
","[{'version': 'v1', 'created': 'Tue, 24 Dec 2019 04:35:33 GMT'}]",2019-12-25,"[['Aminof', 'Benjamin', ''], ['De Giacomo', 'Giuseppe', ''], ['Rubin', 'Sasha', '']]"
1225126,1912.1323,Vahid Noroozi,"Vahid Noroozi, Sara Bahaadini, Samira Sheikhi, Nooshin Mojab, Philip
  S. Yu",Leveraging Semi-Supervised Learning for Fairness using Neural Networks,"6 pages, 5 figures, accepted to ICMLA 2019",,,,cs.LG cs.AI stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  There has been a growing concern about the fairness of decision-making
systems based on machine learning. The shortage of labeled data has been always
a challenging problem facing machine learning based systems. In such scenarios,
semi-supervised learning has shown to be an effective way of exploiting
unlabeled data to improve upon the performance of model. Notably, unlabeled
data do not contain label information which itself can be a significant source
of bias in training machine learning systems. This inspired us to tackle the
challenge of fairness by formulating the problem in a semi-supervised
framework. In this paper, we propose a semi-supervised algorithm using neural
networks benefiting from unlabeled data to not just improve the performance but
also improve the fairness of the decision-making process. The proposed model,
called SSFair, exploits the information in the unlabeled data to mitigate the
bias in the training data.
","[{'version': 'v1', 'created': 'Tue, 31 Dec 2019 09:11:26 GMT'}]",2020-01-01,"[['Noroozi', 'Vahid', ''], ['Bahaadini', 'Sara', ''], ['Sheikhi', 'Samira', ''], ['Mojab', 'Nooshin', ''], ['Yu', 'Philip S.', '']]"
1225502,2001.0008899999998,Candice Schumann,"Debjani Saha, Candice Schumann, Duncan C. McElfresh, John P.
  Dickerson, Michelle L. Mazurek, Michael Carl Tschantz",Measuring Non-Expert Comprehension of Machine Learning Fairness Metrics,,,,,cs.CY cs.AI cs.LG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Bias in machine learning has manifested injustice in several areas, such as
medicine, hiring, and criminal justice. In response, computer scientists have
developed myriad definitions of fairness to correct this bias in fielded
algorithms. While some definitions are based on established legal and ethical
norms, others are largely mathematical. It is unclear whether the general
public agrees with these fairness definitions, and perhaps more importantly,
whether they understand these definitions. We take initial steps toward
bridging this gap between ML researchers and the public, by addressing the
question: does a lay audience understand a basic definition of ML fairness? We
develop a metric to measure comprehension of three such
definitions--demographic parity, equal opportunity, and equalized odds. We
evaluate this metric using an online survey, and investigate the relationship
between comprehension and sentiment, demographics, and the definition itself.
","[{'version': 'v1', 'created': 'Tue, 17 Dec 2019 00:58:54 GMT'}, {'version': 'v2', 'created': 'Wed, 11 Mar 2020 16:23:08 GMT'}, {'version': 'v3', 'created': 'Thu, 2 Jul 2020 21:13:01 GMT'}]",2020-07-06,"[['Saha', 'Debjani', ''], ['Schumann', 'Candice', ''], ['McElfresh', 'Duncan C.', ''], ['Dickerson', 'John P.', ''], ['Mazurek', 'Michelle L.', ''], ['Tschantz', 'Michael Carl', '']]"
